Track_id, Transition_type_no, Transition_type_name, Time_in_channel_(frame), Time_entered_channel_(frame), Time_left_channel_(frame), 
5562, 1, FR, 544.0, 10942.0, 11486.0, 
5563, -1, BR, 423.0, 15405.0, 15828.0, 
5564, 1, FR, 11.0, 31360.0, 31371.0, 
5564, 1, FR, 17.0, 31340.0, 31357.0, 
5565, 2, FT, 1603.0, 52969.0, 54572.0, 
5566, 2, FT, 1089.0, 7052.0, 8141.0, 
5566, 1, FR, 5.0, 7024.0, 7029.0, 
5566, 1, FR, 40.0, 6980.0, 7020.0, 
5566, 1, FR, 134.0, 6843.0, 6977.0, 
5566, -2, BT, 4595.0, 2245.0, 6840.0, 
5567, 1, FR, 318.0, 4519.0, 4837.0, 
5568, 1, FR, 58.0, 1730.0, 1788.0, 
5568, 1, FR, 175.0, 1553.0, 1728.0, 
5569, 1, FR, 296.0, 20088.0, 20384.0, 
5569, 1, FR, 10.0, 20076.0, 20086.0, 
5569, 1, FR, 3.0, 20071.0, 20074.0, 
5569, 1, FR, 18.0, 20042.0, 20060.0, 
5569, 1, FR, 28.0, 20011.0, 20039.0, 
5570, 1, FR, 340.0, 12183.0, 12523.0, 
5570, 1, FR, 14.0, 12158.0, 12172.0, 
5571, 1, FR, 57.0, 28742.0, 28799.0, 
5571, 1, FR, 16.0, 28724.0, 28740.0, 
5571, 1, FR, 2.0, 28714.0, 28716.0, 
5571, 1, FR, 4.0, 28695.0, 28699.0, 
5572, 2, FT, 4633.0, 28676.0, 33309.0, 
5573, 1, FR, 149.0, 10315.0, 10464.0, 
5574, 1, FR, 4.0, 18089.0, 18093.0, 
5574, 1, FR, 544.0, 17543.0, 18087.0, 
5574, 1, FR, 30.0, 17511.0, 17541.0, 
5575, 1, FR, 17.0, 69965.0, 69982.0, 
5576, 1, FR, 2317.0, 132.0, 2449.0, 
5576, 1, FR, 32.0, 98.0, 130.0, 
5577, 1, FR, 11.0, 8497.0, 8508.0, 
5577, 1, FR, 37.0, 8452.0, 8489.0, 
5577, 1, FR, 618.0, 7832.0, 8450.0, 
5578, 1, FR, 14.0, 46945.0, 46959.0, 
5578, 1, FR, 6.0, 46937.0, 46943.0, 
5578, 1, FR, 21.0, 46905.0, 46926.0, 
5579, 1, FR, 36.0, 20665.0, 20701.0, 
5579, 1, FR, 4.0, 20652.0, 20656.0, 
5579, 1, FR, 2.0, 20646.0, 20648.0, 
5579, 1, FR, 56.0, 20586.0, 20642.0, 
5579, 1, FR, 1078.0, 19497.0, 20575.0, 
5579, 1, FR, 21.0, 19472.0, 19493.0, 
5580, 1, FR, 57.0, 3665.0, 3722.0, 
5580, 1, FR, 3.0, 3658.0, 3661.0, 
5580, 1, FR, 8.0, 3648.0, 3656.0, 
5580, 1, FR, 3.0, 3643.0, 3646.0, 
5580, 1, FR, 9.0, 3623.0, 3632.0, 
5580, 1, FR, 7.0, 3610.0, 3617.0, 
5580, 1, FR, 22.0, 3586.0, 3608.0, 
5580, 1, FR, 54.0, 3520.0, 3574.0, 
5581, 1, FR, 36.0, 3764.0, 3800.0, 
5581, 1, FR, 931.0, 2824.0, 3755.0, 
5582, 1, FR, 3.0, 3516.0, 3519.0, 
5582, 1, FR, 17.0, 3495.0, 3512.0, 
5582, 1, FR, 64.0, 3429.0, 3493.0, 
5583, 1, FR, 65.0, 3331.0, 3396.0, 
5583, 1, FR, 10.0, 3315.0, 3325.0, 
5583, 1, FR, 6.0, 3305.0, 3311.0, 
5583, 1, FR, 47.0, 3256.0, 3303.0, 
5583, 1, FR, 47.0, 3205.0, 3252.0, 
5583, 1, FR, 30.0, 3171.0, 3201.0, 
5583, 1, FR, 46.0, 3121.0, 3167.0, 
5583, 1, FR, 41.0, 3078.0, 3119.0, 
5583, 1, FR, 38.0, 3036.0, 3074.0, 
5583, 1, FR, 11.0, 3012.0, 3023.0, 
5583, 1, FR, 24.0, 2984.0, 3008.0, 
5583, 1, FR, 8.0, 2967.0, 2975.0, 
5583, 1, FR, 52.0, 2909.0, 2961.0, 
5584, 2, FT, 804.0, 2453.0, 3257.0, 
5585, 1, FR, 494.0, 4838.0, 5332.0, 
5585, 1, FR, 3.0, 4832.0, 4835.0, 
5585, 1, FR, 6.0, 4823.0, 4829.0, 
5586, 1, FR, 12.0, 5191.0, 5203.0, 
5586, 1, FR, 186.0, 5003.0, 5189.0, 
5586, 1, FR, 24.0, 4977.0, 5001.0, 
5586, 1, FR, 64.0, 4903.0, 4967.0, 
5586, 1, FR, 4.0, 4894.0, 4898.0, 
5586, 1, FR, 10.0, 4882.0, 4892.0, 
5586, 1, FR, 3.0, 4877.0, 4880.0, 
5587, -2, BT, 424.0, 6182.0, 6606.0, 
5588, -2, BT, 114.0, 4403.0, 4517.0, 
5589, 1, FR, 586.0, 9868.0, 10454.0, 
5589, 1, FR, 19.0, 9847.0, 9866.0, 
5590, 1, FR, 14.0, 8984.0, 8998.0, 
5590, 1, FR, 372.0, 8610.0, 8982.0, 
5590, 1, FR, 6.0, 8592.0, 8598.0, 
5591, 1, FR, 46.0, 20328.0, 20374.0, 
5591, 1, FR, 2.0, 20324.0, 20326.0, 
5592, -1, BR, 222.0, 5956.0, 6178.0, 
5593, 1, FR, 2.0, 32722.0, 32724.0, 
5593, 1, FR, 296.0, 32423.0, 32719.0, 
5593, 1, FR, 6.0, 32406.0, 32412.0, 
5594, 1, FR, 92.0, 6539.0, 6631.0, 
5594, 1, FR, 19.0, 6515.0, 6534.0, 
5594, 1, FR, 2.0, 6505.0, 6507.0, 
5594, 1, FR, 3.0, 6500.0, 6503.0, 
5594, 1, FR, 16.0, 6474.0, 6490.0, 
5594, 1, FR, 2.0, 6443.0, 6445.0, 
5594, 1, FR, 7.0, 6419.0, 6426.0, 
5594, 1, FR, 42.0, 6371.0, 6413.0, 
5594, 1, FR, 38.0, 6329.0, 6367.0, 
5595, -1, BR, 354.0, 1749.0, 2103.0, 
5596, 2, FT, 5240.0, 15855.0, 21095.0, 
5597, 1, FR, 19.0, 19045.0, 19064.0, 
5597, 1, FR, 7.0, 19029.0, 19036.0, 
5597, 1, FR, 29.0, 18994.0, 19023.0, 
5597, 1, FR, 58.0, 18931.0, 18989.0, 
5597, 1, FR, 2166.0, 16756.0, 18922.0, 
5597, 1, FR, 6.0, 16745.0, 16751.0, 
5598, -1, BR, 3.0, 21215.0, 21218.0, 
5598, -1, BR, 564.0, 20649.0, 21213.0, 
5599, 1, FR, 4.0, 67418.0, 67422.0, 
5599, 1, FR, 15.0, 67395.0, 67410.0, 
5599, 1, FR, 2.0, 67366.0, 67368.0, 
5600, 1, FR, 38.0, 10037.0, 10075.0, 
5600, 1, FR, 3.0, 10029.0, 10032.0, 
5600, 1, FR, 6.0, 10012.0, 10018.0, 
5601, -1, BR, 598.0, 1149.0, 1747.0, 
5602, -2, BT, 157.0, 1612.0, 1769.0, 
5603, 1, FR, 42.0, 18358.0, 18400.0, 
5604, 2, FT, 708.0, 46981.0, 47689.0, 
5604, 1, FR, 4.0, 46971.0, 46975.0, 
5604, 1, FR, 4.0, 46964.0, 46968.0, 
5605, 1, FR, 6.0, 32604.0, 32610.0, 
5605, 1, FR, 5.0, 32588.0, 32593.0, 
5605, 1, FR, 8.0, 32573.0, 32581.0, 
5605, 1, FR, 8.0, 32558.0, 32566.0, 
5605, 1, FR, 110.0, 32444.0, 32554.0, 
5606, 1, FR, 34.0, 5405.0, 5439.0, 
5606, 1, FR, 10.0, 5388.0, 5398.0, 
5606, 1, FR, 16.0, 5369.0, 5385.0, 
5606, 1, FR, 2.0, 5347.0, 5349.0, 
5607, 1, FR, 8.0, 30007.0, 30015.0, 
5607, 1, FR, 3.0, 29997.0, 30000.0, 
5607, 1, FR, 944.0, 29051.0, 29995.0, 
5607, 1, FR, 191.0, 28850.0, 29041.0, 
5608, 1, FR, 51.0, 32920.0, 32971.0, 
5609, -1, BR, 64.0, 1536.0, 1600.0, 
5610, 1, FR, 4.0, 4850.0, 4854.0, 
5610, 1, FR, 3.0, 4844.0, 4847.0, 
5611, 1, FR, 14.0, 5894.0, 5908.0, 
5611, 1, FR, 8.0, 5884.0, 5892.0, 
5611, 1, FR, 3.0, 5879.0, 5882.0, 
5611, 1, FR, 538.0, 5333.0, 5871.0, 
5611, 1, FR, 32.0, 5281.0, 5313.0, 
5611, 1, FR, 16.0, 5260.0, 5276.0, 
5611, 1, FR, 54.0, 5204.0, 5258.0, 
5612, 1, FR, 8.0, 5360.0, 5368.0, 
5613, 1, FR, 48.0, 8758.0, 8806.0, 
5613, 1, FR, 7.0, 8746.0, 8753.0, 
5613, 1, FR, 3.0, 8710.0, 8713.0, 
5613, 1, FR, 4.0, 8685.0, 8689.0, 
5613, 1, FR, 6.0, 8666.0, 8672.0, 
5614, 1, FR, 3.0, 16141.0, 16144.0, 
5614, 1, FR, 17.0, 16118.0, 16135.0, 
5614, 1, FR, 46.0, 16055.0, 16101.0, 
5614, 1, FR, 6.0, 16047.0, 16053.0, 
5615, -2, BT, 496.0, 6596.0, 7092.0, 
5616, 1, FR, 8.0, 10293.0, 10301.0, 
5616, 1, FR, 18.0, 10271.0, 10289.0, 
5616, 1, FR, 13.0, 10252.0, 10265.0, 
5616, 1, FR, 131.0, 10116.0, 10247.0, 
5617, 1, FR, 3.0, 97960.0, 97963.0, 
5617, 1, FR, 29.0, 97929.0, 97958.0, 
5618, 1, FR, 32.0, 35384.0, 35416.0, 
5618, 1, FR, 17.0, 35356.0, 35373.0, 
5618, -2, BT, 2820.0, 32521.0, 35341.0, 
5619, 1, FR, 27.0, 31585.0, 31612.0, 
5619, 1, FR, 194.0, 31374.0, 31568.0, 
5619, 1, FR, 22.0, 31315.0, 31337.0, 
5620, 1, FR, 355.0, 5968.0, 6323.0, 
5620, 1, FR, 13.0, 5951.0, 5964.0, 
5620, 1, FR, 16.0, 5933.0, 5949.0, 
5621, 2, FT, 1043.0, 52634.0, 53677.0, 
5622, 1, FR, 620.0, 1718.0, 2338.0, 
5623, 1, FR, 18.0, 2466.0, 2484.0, 
5623, 1, FR, 3.0, 2461.0, 2464.0, 
5624, 1, FR, 5.0, 67424.0, 67429.0, 
